city,county,lat,lng,population
Fredericksburg,Wayne,40.6771,-81.8693,420
Apple Creek,Wayne,40.7486,-81.8334,1186
Stryker,Williams,41.5024,-84.418,1308
Blakeslee,Williams,41.5243,-84.7311,95
Kunkle,Williams,41.6359,-84.4941,
Nettle Lake,Williams,41.6786,-84.727,
Lake Seneca,Williams,41.6695,-84.6516,
Edon,Williams,41.5562,-84.7694,820
Pulaski,Williams,41.5108,-84.5079,
Bryan,Williams,41.4711,-84.5489,9634
Pioneer,Williams,41.6775,-84.5534,1408
Edgerton,Williams,41.4497,-84.7496,1995
Holiday City,Williams,41.6178,-84.5388,52
Montpelier,Williams,41.5816,-84.5971,3847
Alvordton,Williams,41.6646,-84.4347,
West Unity,Williams,41.5884,-84.4308,1645
Bradner,Wood,41.3236,-83.4363,1018
Northwood,Wood,41.6089,-83.4837,5394
Milton Center,Wood,41.3007,-83.8298,149
Grand Rapids,Wood,41.4078,-83.8679,998
Jerry City,Wood,41.2537,-83.6023,441
North Baltimore,Wood,41.1799,-83.6702,3572
Risingsun,Wood,41.2671,-83.4268,626
West Millgrove,Wood,41.2428,-83.4913,180
Haskins,Wood,41.4648,-83.7043,1227
Walbridge,Wood,41.5864,-83.4929,3094
Weston,Wood,41.3464,-83.7948,1631
Hoytville,Wood,41.19,-83.7844,307
Rossford,Wood,41.5831,-83.5692,6570
Wayne,Wood,41.301,-83.4717,921
Pemberville,Wood,41.4096,-83.4587,1418
Bowling Green,Wood,41.3772,-83.65,32335
Cygnet,Wood,41.2407,-83.6438,617
Bloomdale,Wood,41.1716,-83.5534,685
Lime City,Wood,41.5351,-83.5669,
Perrysburg,Wood,41.5376,-83.6412,21592
Millbury,Wood,41.5648,-83.4255,1245
Tontogany,Wood,41.4211,-83.741,382
Bairdstown,Wood,41.1711,-83.6072,134
Custar,Wood,41.2846,-83.8438,185
Rudolph,Wood,41.2966,-83.664,
Luckey,Wood,41.4525,-83.4839,1045
Stony Ridge,Wood,41.5075,-83.5093,
Portage,Wood,41.3232,-83.6468,466
Carey,Wyandot,40.95,-83.3836,3485
Kirby,Wyandot,40.8135,-83.4194,115
Wharton,Wyandot,40.8613,-83.4649,350
Sycamore,Wyandot,40.9517,-83.1709,831
Harpster,Wyandot,40.7384,-83.2502,199
McCutchenville,Wyandot,40.9944,-83.2547,
Upper Sandusky,Wyandot,40.8301,-83.2719,6002
Nevada,Wyandot,40.8188,-83.1312,740
Marseilles,Wyandot,40.7011,-83.3923,109
